,0,1,2,3,4,5,6,7,8,9
103,Do you have the time to listen to me whine About nothing and everything all at once I am one of those Melodramatic fools Neurotic to the bone No doubt about it Sometimes I give myself the creeps Sometimes my mind plays tricks on me It all keeps adding up I think I'm cracking up Am I just paranoid? Or am I just stoned I went to a shrink To analyze my dreams She says it's lack of sex that's bringing me down I went to a whore He said my life's a bore So quit my whining cause it's bringing her down Sometimes I give myself the creeps Sometimes my mind plays tricks on me It all keeps adding up I think I'm cracking up Am I just paranoid? A ya-ya-ya Grasping to control So I better hold on Sometimes I give myself the creeps Sometimes my mind plays tricks on me It all keeps adding up I think I'm cracking up Am I just paranoid? Or am I just stoned?,,,,,,,,,
104,,,,,,,,,,
105,I need to be myself I can't be no one else I'm feeling supersonic Give me gin and tonic You can have it all but how much do you want it? You make me laugh Give me your autograph Can I ride with you in your BMW? You can sail with me in my yellow submarine You need to find out 'Cause no one's gonna tell you what I'm on about You need to find a way for what you want to say But before tomorrow 'Cause my friend said he'd take you home He sits in a corner all alone He lives under a waterfall Nobody can see him Nobody can ever hear him call Nobody can ever hear him call You need to be yourself You can't be no one else I know a girl called Elsa She's into Alka Seltzer She sniffs it through a cane on a supersonic train And she makes me laugh I got her autograph She done it with a doctor on a helicopter She's sniffin in her tissue Sellin' the Big Issue When she finds out No one's gonna tell you what I'm on about You need to find a way for what you want to say But before tomorrow 'Cause my friend said he'd take you home He sits in a corner all alone He lives under a waterfall Nobody can see him Nobody can ever hear him call Nobody can ever hear him call,,,,,,,,,
106,,,,,,,,,,
107,,,,,,,,,,
108,,,,,,,,,,
109,Erupt again ignore the pill  And I won't let it show  Sacrifice the tortures  Orchestral tear cash flow  Increase delete escape defeat  It's all that matters to you  Cotton case for an iron pill  Distorted eyes when everything is clearly dying  Burn my knees and Burn my knees and Burn my knees and Emotion sickness  Addict with no heroine  Emotion sickness  Distorted eyes when everything is clearly dying Burn my knees and Burn my knees and pray  Burn my knees and Burn my knees and pray  Get up!  Get up!  Get up!  Get up!  Get up!  Get up!  Get up!  Won't you stop my pain  Emotion sickness  Addict with no heroine  Good things will pass (it helps with excess access)  Lessons learned  Emotion sickness  Lessons learned,,,,,,,,,
110,"Joe in you, my buddy be Stay with me when I fall and die Always thought you'd come rushing in Clear the shit out of my eye Joe in you, my buddy be Lay my enemies out in lines Come in close now, I'll wash your feet With my hair I'll mop them dry With my hair I'll mop them dry Something over there I do not like There's no use in wondering Joe you be my buddy, please In this hell and deadlocked time When I'm trusting that headache tree Cut me down with your silver knife Cut me down with your silver knife Something over there I do not like There's no use in wondering",,,,,,,,,
111,"Ladies and gentleman, this is mambo number five One, two, three, four, five everybody in the car, so come on Let's ride to the liquor store around the corner The boys say they want some gin and juice But I really don't wanna, beer bust like I had last week I must stay deep because talk is cheap I like Angela, Pamela, Sandra and Rita And as I continue you know they are getting sweeter So what can I do I really beg you my Lord To me is flirting it's just like sport, anything fly It's all good let me dump it please set in the trumpet A little bit of Monica in my life, a little bit of Erica by my side A little bit of Rita is all I need, a little bit of Tina is what I see A little bit of Sandra in the sun, a little bit of Mary all night long A little bit of Jessica here I am, a little bit of you makes me your man Mambo number five Jump up and down and move it all around Shake your head to the sound, put your hand on the ground Take one step left and one step right One to the front and one to the side Clap your hand once and clap your hands twice And if it looks like this then you are doing it right A little bit of Monica in my life, a little bit of Erica by my side A little bit of Rita is all I need, a little bit of Tina is what I see A little bit of Sandra in the sun, a little bit of Mary all night long A little bit of Jessica here I am, a little bit of you makes me your man Trumpet, the trumpet Mambo number five A little bit of Monica in my life, a little bit of Erica by my side A little bit of Rita is all I need, a little bit of Tina is what I see A little bit of Sandra in the sun, a little bit of Mary all night long A little bit of Jessica here I am, a little bit of you makes me your man I do all, to fall in love with a girl like you 'Cause you can't run and you can't hide You and me gonna touch the sky Mambo number five",,,,,,,,,
112,,,,,,,,,,
113,"A shadow of a man I am nothing less I am holding on Still holding on And every now and then Life begins again I am holding on Still holding on I'm not like you Your faceless lies Your weak, dead heart Your black dead eyes I'll make it through But not this time Your hope is gone And so is mine Live! Fight! Crawl back inside! Sick! Blind! Love left behind And I won't live your weak wicked lie You pull me in I'm one step behind Show me where it hurts And I will make it worse Are you holding on? Keep holding on Dilated eyes Shine for one last time Are you holding on? Keep holding on You're not like me Your faceless lies Your weak, dead heart Your black dead eyes I'll break you in And let this die Your hope is gone And so is mine Live! Fight! Crawl back inside! Sick! Blind! Love left behind And I won't live your weak wicked lie You pulled me in I'm one step behind I'm becoming a monster Just like you After it all You'll try to break me too Falling forever Chasing dreams I brought you to life So I can hear you scream Live! Fight! Crawl back inside! Sick! Blind! Love left behind And I won't live your weak wicked lie You pulled me in I'm one step behind I'm one step behind I'm one step behind",,,,,,,,,
114,,,,,,,,,,
115,,,,,,,,,,
116,,,,,,,,,,
117,,,,,,,,,,
118,Hey girls  Hey boys Superstar DJ's Here we go Hey girls  Hey boys Superstar DJ's Here we go Hey girls  Hey boys Superstar DJ's Here we go Hey girl Hey boys Superstar DJ's Here we go Hey girl Hey boy Superstar DJ's Here we go Hey girl Hey boy Superstar DJ's Here we go Hey girl Hey boy Superstar DJ's Here we go Here we go Here we go Hey girls  Hey boys Superstar DJ's Here we go Here we go Here we go Here we go,,,,,,,,,
119,,,,,,,,,,
120,"Oh, can't anybody see We've got a war to fight Never found our way Regardless of what they say How can it feel, this wrong From this moment How can it feel, this wrong Storm, in the morning light I feel No more can I say Frozen to myself I got nobody on my side And surely that ain't right And surely that ain't right Oh, can't anybody see We've got a war to fight Never found our way Regardless of what they say How can it feel, this wrong From this moment How can it feel, this wrong How can it feel, this wrong This moment How can it feel, this wrong Oh, can't anybody see We've got a war to fight Never found our way Regardless of what they say How can it feel, this wrong From this moment How can it feel, this wrong",,,,,,,,,
121,,,,,,,,,,
122,"A B C D E F G H I gotta' gal wears her toenails long. Drives a red Barracuda, singin' meat packer songs And she ain't from Kalamazoo. A B C D E F G H I gotta' friend lived in a Mercedes-Benz. Then a 55 Chrysler where the trunk never ends/ And the plates say Kalamazoo. He had a steady job and watched what he spent. He'd say I don't believe in payin' no goddamn rent. I'll squirrel away every goddamn cent And buy my own damn house in Kalamazoo. I knew a guy that mangled his hand, And he went from pipe fittin' to a hot dog stand. They say last year he cleared fifty grand Selling dogs round Kalamazoo. She turned to the world with a bastard child. Said, ""I just can't handle him he's too damn wild"". But the years and the liquor have made him mild. And he lays around in Kalamazoo.",,,,,,,,,
123,,,"One! Two! Back then long time ago when grass was green Woke up in a daze Arrived like strangers in the night (Fab! Doot, doot, doot doo) Long time ago when we was fab (Fab!) Back when income tax was all we had Caressers fleeced you in the morning light Casualties at dawn And we did it all (Fab! Doot, doot, doot doo) Long time ago when we was fab (Fab) In my world you are my only love And while you're in this world  The fuzz gonna come and claim you But you mo better wise  When the buzz gonna come and take you away Take you away. Take you away The microscopes that magnified the tears Studied warts and all Still the life flowed on and on (Fab! Doot, doot, doot, Gear!) Long time ago when we was fab (Fab) But it's all over now, baby blue (Oo! doot, doot doot. Fab!)  Long time ago when we was fab (Fab!) Like this pullover you sent me (Fab! Doot, doot, doot. Gear!) And you really got a hold on me (Fab! Doot, doot, doot, Gear!)",,,,,,,
